id,x,y,deg
001_0,s-3.8372865555414386e+01,s3.2811272501269308e+01,s4.4999999999999844e+01
002_0,s1.5409706962136382e-01,s-3.8540742694784857e-02,s2.0362937773065670e+02
002_1,s-1.5409706962136560e-01,s-5.6145925730521451e-01,s2.3629377730656728e+01
003_0,s2.7372896782486511e-01,s-2.3964793359741737e-01,s1.0983525801361193e+02
003_1,s3.5780505249560940e-01,s2.5039147277783541e-01,s6.6370622258054809e+01
003_2,s-2.3453459205435592e-01,s1.5484988500035843e-01,s1.5513394055648087e+02
004_0,s-3.2474778959087630e-01,s1.3210997809118430e-01,s1.5637062214563639e+02
004_1,s3.1535434624113445e-01,s1.3210997806647504e-01,s1.5637062226926409e+02
004_2,s3.2474778959087658e-01,s-7.3210997806647471e-01,s3.3637062226926406e+02
004_3,s-3.1535434813632124e-01,s-7.3210997809118594e-01,s3.3637062214563645e+02
005_0,s-4.6061913462486392e-01,s1.1101664971257533e-01,s2.9362937773065630e+02
005_1,s-4.4895057808482208e-01,s-7.9872787568053161e-01,s2.3629377731323356e+01
005_2,s4.6061913445090646e-01,s-6.8883502158742249e-01,s1.1257350735837528e+02
005_3,s6.4437840987622313e-02,s-4.7175813171823100e-01,s6.6358798407122492e+01
005_4,s2.5385229415692079e-01,s1.0519773329454016e-01,s2.1168482705229997e+02
006_0,s-5.0433637769864381e-01,s1.0003136987831708e-01,s2.9362937773065545e+02
006_1,s-1.1136787661479568e-01,s-3.7943728842879032e-01,s3.3887232686969980e+02
006_2,s5.0433637767041628e-01,s-6.8215144772301950e-01,s3.3887232686339877e+02
006_3,s-3.9697419001479167e-01,s-7.4854494445485675e-01,s2.3629377730656770e+01
006_4,s-3.7350335479084742e-02,s-8.0709697382976076e-01,s2.4637062226934336e+02
006_5,s5.0433637767003847e-01,s2.0709697385699716e-01,s1.5887232686356995e+02
007_0,s4.0552982229363688e-01,s-3.7059056853064348e-01,s3.7559821214577475e+01
007_1,s-6.2343152301004900e-01,s-8.1566614251032665e-01,s2.5283010564520333e+02
